Sr_no,Oracle soluions coupled wih nex-gen ech fech s z resuls.,Senimen(polariy=0.0 sueciviy=0.0),2017-09-30,20,,,,,
633, aehyungjd_: AAA and MAMA is our nex GOAL!??\ncreae more accouns cause we will win his oo!??,Senimen(polariy=0.43333333333333335 sueciviy=0.3),2017-10-16,301,,,,,
634, jinoxicaed: ARMY? (n.) no jus a group of fangirls/ys no jus a fandom  a family ha is dedicaed in suppoing &amp; loving \xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.425 sueciviy=0.6),2017-10-16,521,,,,,
635, S_ARMY_IN: EAMWORK MAKES HE FUCKING DREAMWORK WE DID HIS OGEHER S AND ARMY FOREVER #LIEVE_IN_SARMY,Senimen(polariy=-0.6 sueciviy=0.8),2017-10-16,1239,,,,,
636, GokiNamoo: WE DID I GREA JOFAM S_w #ARMY?_??_DNA?_?? #ARMY_DNA_WINNING_DNA hps://.co/Azarxz9,Senimen(polariy=0.8 sueciviy=0.75),2017-10-16,1319,,,,,
637,:aa_Crucie #FromheQuizmaser #Cones Answer his quesion from aa Crucie Corporae Quiz #Kolkaa round using #CCQ17 &amp;amp;\xc3\xa2\xe2\x82\xac\xc2\xa6 h,Senimen(polariy=-0.1 sueciviy=0.2),2017-10-16,0,,,,,
638,FromheQuizmaser #Cones Answer his quesion from aa Crucie Corporae Quiz #Kolkaa round using #CCQ17 &amp;\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/s6ISm580,Senimen(polariy=-0.1 sueciviy=0.2),2017-10-16,0,,,,,
639, RAPMONMAMON: yall know wh happens during awards shows (like mama). a lo will ry o ing s down we goa work hrice as harder wh\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.1277777777777778 sueciviy=0.14444444444444446),2017-10-16,82,,,,,
640, aekkiii: o hose who didn even her o voe DON EVEN RY O CELEAE WIH US?? HE DOOR IS OPEN LE ME KICK YOU OU?? #S_MW\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.5),2017-10-16,167,,,,,
641, jhopesgalaxy: PH armys have he day off from school omorrow wow mus  nice i wish america acknowledged s wins as naional holidays\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.3333333333333333 sueciviy=0.7333333333333334),2017-10-16,167,,,,,
642, JijaNamar: #Ishqaaz \n\nhese Orois are no Normal human ing like us! \nSenior Orois said aa o Shivaay &amp; ran away?? hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.0375 sueciviy=0.37499999999999994),2017-10-16,8,,,,,
643, ngansoshi: w his was only for he nominaion of a new cha/award jus wai ill MAMA voing sas on oc 19 ??,Senimen(polariy=0.06818181818181818 sueciviy=0.7272727272727273),2017-10-16,865,,,,,
644,riseofher yesyes ?,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
645, snowrryae: See how much powerful we r if we work ogeher?Les always work hard for our ys o show how much were graeful o have\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.06944444444444443 sueciviy=0.5805555555555555),2017-10-16,714,,,,,
646, AFHarare: Would you wan your employees o learn French? We offer corporae lessons for professionals ailor made o sui your needs #a\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,3,,,,,
647, aaChemicals: CL ouches lives of he farmers wih he help of aa Kisaan Sansaar Nework. o read more: hps://.co/2zpkiiAmD7 h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.5 sueciviy=0.5),2017-10-16,2,,,,,
648, damasermind: Lol ha MCMs nose is gger han your es ass hps://.co/liuAOjw,Senimen(polariy=0.4 sueciviy=0.6),2017-10-16,559,,,,,
649,hank youu oo pls res well ????? hps://.co/6XmN18ivx,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
650," unnyking: ""You oiously can\ do wihou me""\n\nFirs of all you\re no my phone charger.",Senimen(polariy=0.125 sueciviy=0.41666666666666663),2017-10-16,4852,,,,,
651, snowrryae: i wan o say hank you o every army who send me IDs and helped us a lo his is why i love our family. We did grea ?\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.65 sueciviy=0.675),2017-10-16,212,,,,,
652, seokjinvenus: yoongi was ranslaing wha jin said in korean o english and jungkook said a g ass senence and yoongi jus jshdjd h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.05),2017-10-16,4012,,,,,
653, oysrusuk: Who else loves pink unicorns?? Ener here hps://.co/FA9m4f  &amp; Follow o win a \xc3\x82\xc2\xa3250 oys R Us gif card! hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.45 sueciviy=0.35),2017-10-17,269,,,,,
654, rclaysFooy:  for your chance o see ChelseaFC ake on Waford a Samford idge on Saurday! &amp;Cs: hps://.co/2NP67rmF Ends:\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,162,,,,,
655, LexisNexisIndia: #LNDiwaliDhamaka #Cones\nLike &amp;  his pos &amp; grahe chance o win #LNVoucher!\nCs: hps://.co/0zIIlZmF\nhps:\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=1.0 sueciviy=0.4),2017-10-17,20,,,,,
656, Miffy_UK:  &amp; follow for he chance o #win your own #Halloween a prin - his one is hand numred 1/50!\n\nhps://.co/XNVEarMJ #\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.775 sueciviy=0.7),2017-10-17,115,,,,,
657, CanrderSOR: I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s #smallsinessweek! Learn how o simplify your expo process  #S2017 #SMEPME hps://.co/APEn7d8S7u hps://.co\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,5,,,,,
658, iaxUK: Follow &amp;  o  in wih he chance of winning a runki in he design of your choice. Compeiion closes 24/10 hps://.co\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.5 sueciviy=0.75),2017-10-17,16,,,,,
659, rclaysFooy: Were giving away wo ickes o SwansOfficial vs Leiceser.  for your chance o win. &amp;Cs: hps://.co/2NP5PPY5 E\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.8 sueciviy=0.4),2017-10-17,313,,,,,
660, FeehamsDarlo: #Darlingon  &amp; follow us o #WIN 2 ickes o he Official_Darlo vs AFCOfficial game on 21s Oc! &amp;Cs: hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.13333333333333333 sueciviy=0.26666666666666666),2017-10-17,16,,,,,
661,here seems o  an inverse propoionaliy ween hose making unfounded connecions ween Cs and AGW and hose wih Amo sci degrees.,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
662,ngeiling And how crossing ween climae and synopic ime scales o make Insan ariions and connecions \xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/SVhe7i6RY,Senimen(polariy=0.0 sueciviy=0.6666666666666666),2017-10-17,0,,,,,
663,eels like wier version of #EdgeOfomorrow - no 1 no 2  3 Cs ?? hps://.co/0Ws8L5yXC,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
664,incere congras 2 all new #yegcc Councillors. Ward4Aaron jondziadik Camell_Ward9 sjlhamilon Look foward 2 seeing U in fuure evens,Senimen(polariy=0.21212121212121213 sueciviy=0.35984848484848486),2017-10-17,0,,,,,
665,os a selfie wearing our owl masks a ESAS + #searchflowESAS for a chance o win \xc3\x82\xc2\xa3250 Red Leer Day voucher &amp;Cs hps://.co/vdWjaCIx,Senimen(polariy=0.4 sueciviy=0.2),2017-10-17,0,,,,,
666, eadsallP: Faurnou for our saff vs memrs golf mach las week! Well done o our golf eam who swung and pued o a 6-3 vicor\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.06666666666666667),2017-10-17,1,,,,,
667,if youre in Cs pls ea all he Poys and acos for me a he -rock ;A;,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
668,ongras sjlhamilon. hx 4 visiing our Sociey during ur campaign. Our many memrs living in Ward 5 are delighed 2 see you join #yegcc,Senimen(polariy=0.6 sueciviy=0.6),2017-10-17,0,,,,,
669,he very firs Apple logo feaured Sir Isaac Newon siing underneah a ree wih an apple au o hi his head.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/1Ra1pS8Ivc,Senimen(polariy=0.325 sueciviy=0.43333333333333335),2017-10-17,0,,,,,
670, New Era Dawns for D hps://.co/XAewKecuRr #ad,Senimen(polariy=0.13636363636363635 sueciviy=0.45454545454545453),2017-10-17,0,,,,,
671,askGSech AX 175\n GS lae fee 5500\n\nClien couldn give dsc cause he was ou of own.\n No opion o file form\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/anNkiHWGr,Senimen(polariy=-0.3 sueciviy=0.6),2017-10-17,0,,,,,
672,eyond cos savings #AI &amp; #Auomaion provides oppouniies o deliver on human-cenered design for #healhcare.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/UXcqSGQE,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,4,,,,,
673, udaciy: he Inro o Programming Nanodegree = your foundaion for a ech career hps://.co/8MFsMXynK2,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,7,,,,,
674,s echnology akes over repeaae asks wih #AI humans will ransiion ino new consuling roles\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/JFEepAlvR9,Senimen(polariy=0.13636363636363635 sueciviy=0.45454545454545453),2017-10-17,9,,,,,
675,earn how o leverage #AI &amp; #auomaion for your siness ransformaion. Mee us a #nwaechsummi.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ppZh63WLFW,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
676, InfyFoundaion: Alison Domzalski was paired as a menor o Shannice Araujo Arrechea a NYASciences #NexScholars Program. Read more h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.5 sueciviy=0.5),2017-10-17,6,,,,,
677,INFOSYS RAINS IS NEW RECRUIS LIKE #FIGHER #PILOS\n(o help hem deal wih fas changing siuaions) hps://.co/89pfd1vA,Senimen(polariy=0.16818181818181818 sueciviy=0.5272727272727272),2017-10-17,0,,,,,
678,haring ineresing aicle from he Economis au he changes ha facial-recogniion sysems are inging o... hps://.co/xymxIfiMoc,Senimen(polariy=0.5 sueciviy=0.5),2017-10-17,0,,,,,
679," RACEAfrica_: Loving Conri_y new video ""Ndaleh"".wih his Limm flowhe represens Cameroon culure o he fulles. Wach i  hps\xc3\xa2\xe2\x82\xac\xc2\xa6",Senimen(polariy=0.36818181818181817 sueciviy=0.7022727272727273),2017-10-17,31,,,,,
680,appy iy uesday join me o see more of my aa owel hps://.co/HqRCgIqiPd hps://.co/KCvsLIsZ1,Senimen(polariy=0.65 sueciviy=0.75),2017-10-17,0,,,,,
681,xis Direc aa Seel Limied Visi Noe:aa Seel hps://.co/XPDXSyEV #Sharess hps://.co/P7YO4ZHx Read repo.....,Senimen(polariy=0.01428571428571429 sueciviy=0.27142857142857146),2017-10-17,0,,,,,
682,MFAOOOO. here for his hps://.co/1q6yfjU1WO,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
683, aegyoaeae: s line friends characer (21) producs will  released in sores in NY and seoul in decemr omg i wan a aa plush\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,949,,,,,
684,aa_oo Lmao yeh,Senimen(polariy=0.6 sueciviy=1.0),2017-10-17,0,,,,,
685, ercer_Cuao: Sandings Grupo anco OnefaMX 2017 ????\n\n1???Poros_Salvajes (4-1)\n2???losuadec (4-1)\n3??PumasAcalan (3-3)\n\n?? h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,7,,,,,
686,Geyoda Is his Arlie ? ??,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
687, Geyoda: aa_oo Pulling up like hps://.co/m1sSOkFXk,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,1,,,,,
688, koyannor: Hi MayorAdjeiSowah his sreeligh could fall down on mooriss anyime. Is along he N1 in fron of aa Moors.\n\nPl\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.15555555555555559 sueciviy=0.2888888888888889),2017-10-17,1,,,,,
689,Doesn leave he house unil my skin is clear again*,Senimen(polariy=0.10000000000000002 sueciviy=0.3833333333333333),2017-10-17,1,,,,,
690,imes of aa ad: Is he foundaion of journalism in jeopardy? hps://.co/pRyzE9rr4y,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
691, SAP_Reail: hank you o our Gold Sponsors Capgemini I Deloie EY and aa Consulancy for your suppo of SAP Reail Exec Forum\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,5,,,,,
692, ajaykumar2697: 15 Oc 1932--\naa Airlines (Now Air India)s firs fligh !!\n#IndianHisory hps://.co/VAVOzkWed,Senimen(polariy=0.390625 sueciviy=0.3333333333333333),2017-10-17,204,,,,,
693,NP aa ap ockchain for Even Announcemens Plaform hps://.co/xRQoi6Pr #ockchain #medium #coin,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
694,aa_oo Pulling up like hps://.co/m1sSOkFXk,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,1,,,,,
695,ps://.co/p4grZNKNpX Are you having a #dog #Halloween pay? Check ou hese pay games o make your even rk-wohy!--&g; \xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
696,MG! You have o see his. #GOLIVE.  \nhps://.co/unzG6451S hps://.co/scMOxuGozV,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
697,You won wan o come ck ? hps://.co/5PP8yHFy,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
698,MFAO OH MY hps://.co/xxNFSJAk86,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,0,,,,,
699, scroll_in: aa and Mahindra o lead India\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s push owards elecric vehicles hps://.co/82194D477s hps://.co/7rFN83nmON,Senimen(polariy=0.0 sueciviy=0.0),2017-10-17,1,,,,,
700, oysrusuk:  for a chance o WIN he full range of LEGO NINJAGO producs from #oysRUs! Ends a 23:59 onigh! &amp;Cs: hps://.co/5GiU\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.6734375 sueciviy=0.47500000000000003),2017-10-18,1304,,,,,
701, Preyuerds:  oysrusuk  for a chance o WIN he full range of LEGO NINJAGO producs from #oysRUs! hps://.co/9DrI166Xqv h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.61875 sueciviy=0.47500000000000003),2017-10-18,3,,,,,
702,sing our senses o check ou he inside and ousides of a pumpkin. omorrow we ase he seeds! #lifecycles\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/1MMKJJSXZ,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
703, oysrusuk  for a chance o WIN he full range of LEGO NINJAGO producs from #oysRUs! hps://.co/9DrI166Xqv hps://.co/icVU1WxRYs,Senimen(polariy=0.61875 sueciviy=0.47500000000000003),2017-10-18,3,,,,,
704, WickedVision: Is ime o #WickedWin! Weve go 3 x UKicks o win! Jus  &amp; FOLLOW us for he chance o #win! #compeiion &amp;Cs: hp\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=1.0 sueciviy=0.4),2017-10-18,76,,,,,
705, level PE oks arrived !! hps://.co/kSMkW7qgfs,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
706,nik_faizal95 hey have he original Jurassic Park\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s score on vinyl hough wih a deliphosaurus on i! D,Senimen(polariy=0.46875 sueciviy=0.75),2017-10-18,0,,,,,
707,hese laaaang days are proper kicking me is in mind az fucking pooped,Senimen(polariy=-0.3 sueciviy=0.45),2017-10-18,0,,,,,
708,oysrusuk  for a chance o WIN he full range of LEGO NINJAGO producs from #oysRUs! Ends a 23:59 onigh! &amp;C\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ilElYaHir9,Senimen(polariy=0.6734375 sueciviy=0.47500000000000003),2017-10-18,0,,,,,
709, CanadianSIA: Indigenous communiies emacing #CleanEnergy creaing housands of jo hps://.co/rDJQZHrqzc,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,1,,,,,
710, CooledgeLg: Come check us a LighMEOfficial a he Deas Elecric LLC/Lighiiude oh - #D20 Sand #12 Hall Sheikh Saeed 3 #Lig\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,1,,,,,
711,DavidsonRvrSch Suden Leadership eam ainsorming ideas for DRS pride week. #schoolofoppouniies\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/m0X2A0iVH,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
712,? #Cleanech plasic-recycling company Pyrowaveechno showcases heir modular microwave innovaive soluion\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/Fcc5mhuQSF,Senimen(polariy=0.5 sueciviy=1.0),2017-10-18,0,,,,,
713,AI could help #healhcare and #lifesciences indusry solve heir mos complex daa challenges - IDC perspecive\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/oDpdzUVe,Senimen(polariy=0.1 sueciviy=0.45),2017-10-18,0,,,,,
714,earn how echnology is ransforming he world of #money2020. Join panel discussion wih Nans.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/75iLJsEn,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
715,e had such a fanasic evening a he #Awards las Friday! I was an honour o sponsor such a grea even &amp; we w\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/lNH6fORch,Senimen(polariy=0.24000000000000005 sueciviy=0.5433333333333333),2017-10-18,0,,,,,
716,Daa Managemen Vaul changed how his firm deals wih #commissions and #compliance. Find ou how we helped: hps://.co/Iwq7eNZw8x,Senimen(polariy=-0.2 sueciviy=0.4),2017-10-18,0,,,,,
717,e are so excied for he even o gin! hanks for offering us he oppouniy 2020GroupUK! #2020Conf hps://.co/5g4ML8cf,Senimen(polariy=0.359375 sueciviy=0.475),2017-10-18,0,,,,,
718,afa Is he Only op 100 Player Who Does his... - One ou of a hundred. Niney-nine players ou of he op 100... hps://.co/kmgnh7gnA2,Senimen(polariy=0.3333333333333333 sueciviy=0.6666666666666666),2017-10-18,0,,,,,
719,xc3\xa2\xe2\x82\xac\xc5\x93 Nadal has en menally&amp; sraegically he s a dealing wih he adversiy&amp;pressure of overcoming 15/40.\xc3\xa2\xe2\x82\xac\xef\x86\x9d hps://.co/9u261ky5zG,Senimen(polariy=1.0 sueciviy=0.3),2017-10-18,0,,,,,
720,ederer Leads he Way Serving Under Pressure hps://.co/a7ivEQ1YU,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
721,e are very excied o  aending he 2020GroupUK annual conference omorrow!  Come and say hi! ?,Senimen(polariy=0.76171875 sueciviy=0.9750000000000001),2017-10-18,0,,,,,
722,aking Aificial Inelligence Where he Human ain Goes hps://.co/jPPRrecH #aificialinelligence,Senimen(polariy=-0.3 sueciviy=0.55),2017-10-18,0,,,,,
723,afa Is he Only op 100 Player Who Does his... hps://.co/VSH7JVA8,Senimen(polariy=0.25 sueciviy=0.75),2017-10-18,0,,,,,
724,he home of ll Gaes was designed wih he use of a Macinosh Compuer. #echFac,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
725, MuellerSpoMed: .RafaelNadal Is he Only op 100 Player Who Does his... hps://.co/r2K1qJYo,Senimen(polariy=0.25 sueciviy=0.75),2017-10-18,1,,,,,
726,RafaelNadal Is he Only op 100 Player Who Does his... hps://.co/r2K1qJYo,Senimen(polariy=0.25 sueciviy=0.75),2017-10-18,1,,,,,
727,ps://.co/cuKlfpzL6 Anoher amazing sa from Rafa! he figher 2 he end! Acually an AP aicle!! Wow!!,Senimen(polariy=0.3645833333333333 sueciviy=0.6666666666666666),2017-10-18,0,,,,,
728, digial D2concep on he lines of a C engagemen model helps CPG orgs unleash z oppouniies.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/9NnMvNNA,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,3,,,,,
729,afa Is he Only op 100 Player Who Does his... hps://.co/hlqVII0r,Senimen(polariy=0.25 sueciviy=0.75),2017-10-18,0,,,,,
730," mediacrooks: aa Power Samsung Panasonic... Idioic ""Green Warriors"" deleed heir Ani-Diwali wees... Hindus should figh &amp; rash\xc3\xa2\xe2\x82\xac\xc2\xa6",Senimen(polariy=-0.43333333333333335 sueciviy=0.5666666666666667),2017-10-18,368,,,,,
731, gundopanishad: ands o yco cause hese companies were complici in spreading malicious propaganda agains #Diwali.??Add o he\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.1 sueciviy=0.1),2017-10-18,70,,,,,
732,o you ever jus... love your s friend. Pure wee. Don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2  me,Senimen(polariy=0.5714285714285714 sueciviy=0.4666666666666666),2017-10-18,0,,,,,
733, Lesedi_chas: es_maesro A man of grea words....  Amandla o aa ??,Senimen(polariy=0.8 sueciviy=0.75),2017-10-18,1,,,,,
734, kInfoSecuriy: hank you o our sponsors CyrAssured oCach mgar Darkrace kaspersky mimecas neo4j 7elemens aa_comm\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,1,,,,,
735, s_navroop: Panasonic Samsung aa Power all have deleed Ani Cracker wees ????,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,165,,,,,
736,m gonna drawing ae wih aa hmm omorrow?,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
737,MLS If i is no aa hen somehing is very very wrong,Senimen(polariy=-0.65 sueciviy=1.0),2017-10-18,0,,,,,
738, OpIndia_com: wier users force aa Samsung and Panasonic o delee heir \xc3\xa2\xe2\x82\xac\xcx9cpreachy\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 Diwali wees\nhps://.co/GmXM0NZZV,Senimen(polariy=-0.2 sueciviy=0.3),2017-10-18,146,,,,,
739,AP HCM/Workday Inegraion hps://.co/QJRYfrgQjH,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
740,Wach our #oadcas on hursday Oc 19h a 4:30PM  wih ehringers CIO Michael Schmelmer\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/rklRQKlg,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
741,ie1801 gu_germiniani Dmss,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
742,aa is he ulimae emoji/sicker. he unaae ss.,Senimen(polariy=0.0 sueciviy=1.0),2017-10-18,0,,,,,
743, gak008: ArvindAhuja3 nandia_prasad ranjeejha1974 manishanaaraj SCofInd Yes  wha\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s he urge o go d when  going good he\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=5.551115123125783e-17 sueciviy=0.6333333333333333),2017-10-18,64,,,,,
744,HIS FRIDAY SHELL I DOWN...SHELL  **DYNAMIE** Comen o Rah aa aaa aaa LIVE  SS CLU#dyandSoca hps://.co/n9c2yg448V,Senimen(polariy=0.13636363636363635 sueciviy=0.5),2017-10-18,0,,,,,
745, aomeyai: So aa Power and Samsung deleed heir wees. ? Miron share preachy wees  oher companies. Saki hypocrisy expo\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.1625 sueciviy=0.3375),2017-10-18,110,,,,,
746,MailOnline Could his  a soluion o reduce raping ? #Indians #India #NDVNews #ndv #aa #jaj #HappyDiwali #HelloDiwali #Diwali,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
747, csgauravpingle: Keeping Companies Ave ard hps://.co/FDUHpJySCJ via indiaoday,Senimen(polariy=0.0 sueciviy=0.1),2017-10-18,1,,,,,
748,whosmikecrespo ing me your lefovers from aa\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s so i can ry ?,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
749,CCE even in Markham Onario on Gamificaion wih Angela Feigl from aa Ineracive Sysems. hps://.co/JpiWr74jDs,Senimen(polariy=0.0 sueciviy=0.0),2017-10-18,0,,,,,
750, rclaysFooy:  for a chance o win ickes o see Eveon play Arsenal on Super Sunday. &amp;Cs: hps://.co/2NP67rmF Ends 1pm 19/1\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.5666666666666667 sueciviy=0.5333333333333333),2017-10-19,210,,,,,
751, FeehamsDarlo:  &amp; follow us o #WIN 2 ickes o he Official_Darlo vs AFCOfficial game on 21s Oc! &amp;Cs: hps://.co/sFEJ1glYZ\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.13333333333333333 sueciviy=0.26666666666666666),2017-10-19,33,,,,,
752, oysrusuk: LAS CHANCE O ENER! Were giving you he chance o win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply: hps://.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.30833333333333335 sueciviy=0.2888888888888889),2017-10-19,466,,,,,
753,he nycmarahon is coming up fas on Sunday Novemr 5h. More on he gges race in Noh America:\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/E79zgcDd2,Senimen(polariy=0.35 sueciviy=0.55),2017-10-19,0,,,,,
754,ooking o eak ino he VR/AR marke in Europe? Read our marke repo on he European viual realiy landscape:\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/Mn8VH09Ryx,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,0,,,,,
755, yanielhehomie: Look  my cool ass neice as Frida ? hps://.co/gw0wXv7pmY,Senimen(polariy=0.35 sueciviy=0.65),2017-10-19,38543,,,,,
756, joLaw: . HSFgraduaesUK KennedysLaw and AllenOveryGrads all have 2017 deadlines for 2020 Cs: hps://.co/oH3ZvNYdZ  joLaw,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,2,,,,,
757,Ailish_Campll our Chief rade Commissioner au o address he crowd au acceleraed growh hrough innovai\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/j7G41svCPg,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,1,,,,,
758, CanCGLA: NEX Fri: Hamilon On.s Whiehorse headline a #heMinLA \nhps://.co/zLdG1U0zLv hps://.co/y48w5Srd,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,1,,,,,
759,us How g Is g Daa Analyics For Uiliies - Shared from hps://.co/OpwIwAH5jk. [hps://.co/CjEQCXkki] hps://.co/p9955cx2un,Senimen(polariy=0.0 sueciviy=0.1),2017-10-19,0,,,,,
760,ow o secure evolving cloud neworks. hps://.co/GP92dsXx7#cloudsecuriy hps://.co/6yCRWWKLx,Senimen(polariy=0.4 sueciviy=0.6),2017-10-19,0,,,,,
761,"hy \xc3\xa2\xe2\x82\xac\xc5\x93Oracle is in a unique posiion o deliver #AI across all layers of he cloud."" hps://.co/UVQsleVwUW\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/gDMUhwfX",Senimen(polariy=0.375 sueciviy=1.0),2017-10-19,0,,,,,
